painting,paintingLabel,artistLabel,locationLabel,locationCoord,year,image
http://www.wikidata.org/entity/Q61905266,Christ of the Mercy,Bartolomé Bermejo,Peralada Castle,Point(3.010833 42.307562),1475,http://commons.wikimedia.org/wiki/Special:FilePath/B.Bermejo%20Crist%20de%20la%20Pietat%204106.jpg
http://www.wikidata.org/entity/Q61910620,The Arrest of Santa Engracia,Bartolomé Bermejo,San Diego Museum of Art,Point(-117.15 32.732194),1477,http://commons.wikimedia.org/wiki/Special:FilePath/B.Bermejo%20ret.Sta.Engracia%20arrest%204117.jpg
http://www.wikidata.org/entity/Q61910145,Sainte Engratia,Bartolomé Bermejo,Isabella Stewart Gardner Museum,Point(-71.099121 42.33818),1474,http://commons.wikimedia.org/wiki/Special:FilePath/Saint%20Engratia.JPG
http://www.wikidata.org/entity/Q52775046,Christi Abschied von seiner Mutter,Master of Messkirch,Fürstenberg Collection,Point(8.503015 47.953035),1536,http://commons.wikimedia.org/wiki/Special:FilePath/Meister%20von%20Me%C3%9Fkirch-Wildensteiner%20Altar-Standfl%C3%BCgel%20links-rechts-geschlossen-0016-2.jpg
http://www.wikidata.org/entity/Q52729031,Die kniende Stifterin Gräfin Apollonia von Henneberg – Christus am Ölberg,Master of Messkirch,Meßkirch Castle,Point(9.11008333 47.99295833),1536,http://commons.wikimedia.org/wiki/Special:FilePath/Meister%20von%20Me%C3%9Fkirch-Wildensteiner%20Altar-Drehfl%C3%BCgel%20rechts-offen0005.jpg
http://www.wikidata.org/entity/Q20809031,The Man of Sorrows (Christ Crowned with Thorns),Domenico Ghirlandaio,Philadelphia Museum of Art,Point(-75.181388888 39.965833333),1480,http://commons.wikimedia.org/wiki/Special:FilePath/Domenico%20Ghirlandaio%20%28after%20Hans%20Memling%29%20-%20The%20Man%20of%20Sorrows%20%28Christ%20Crowned%20with%20Thorns%29%20c1490%20-Philadelphia%20Museum%20of%20Art.jpg
http://www.wikidata.org/entity/Q124289865,Fortune,Giovanni Bellini,Gallerie dell'Accademia,Point(12.328139 45.431078),1490,http://commons.wikimedia.org/wiki/Special:FilePath/Giovanni%20bellini%2C%20quattro%20allegorie%2C%20incostanza.jpg
http://www.wikidata.org/entity/Q113016417,Portrait of Pope Julius III,Girolamo Siciolante da Sermoneta,Galleria Spada,Point(12.471944444 41.894194444),1550,http://commons.wikimedia.org/wiki/Special:FilePath/Girolamo%20siciolante%20da%20sermoneta%2C%20ritratto%20di%20papa%20giulio%20III%2C%201550%20ca.%20%28gall.%20spada%29.jpg
http://www.wikidata.org/entity/Q26938798,"Madonna and Child with Infant Saint John the Baptist, Angels Circling Above",Filippino Lippi,Museo Soumaya,Point(-99.204722222 19.440694444),1502,http://commons.wikimedia.org/wiki/Special:FilePath/13543%20Virgen%20y%20Ni%C3%B1o%20con%20san%20Juan%20Bautista.jpg
http://www.wikidata.org/entity/Q26938798,"Madonna and Child with Infant Saint John the Baptist, Angels Circling Above",Filippino Lippi,Museo Soumaya,Point(-99.204722222 19.440694444),1504,http://commons.wikimedia.org/wiki/Special:FilePath/13543%20Virgen%20y%20Ni%C3%B1o%20con%20san%20Juan%20Bautista.jpg
http://www.wikidata.org/entity/Q115434462,Portrait of Clement VII with beard,Sebastiano del Piombo,Museo di Capodimonte,Point(14.250346 40.86699),1529,http://commons.wikimedia.org/wiki/Special:FilePath/Del%20Piombo%20Clement.jpg
http://www.wikidata.org/entity/Q24800719,Saint Francis renounces his Earthly Father,Stefano di Giovanni,National Gallery,Point(-0.128333333 51.508888888),1437,http://commons.wikimedia.org/wiki/Special:FilePath/Sassetta%20001.jpg
http://www.wikidata.org/entity/Q124289912,Falsehood,Giovanni Bellini,Gallerie dell'Accademia,Point(12.328139 45.431078),1490,http://commons.wikimedia.org/wiki/Special:FilePath/Accademia%20-%20Giovanni%20Bellini%20e%20Andrea%20Previtali%20-%20Quattro%20allegorie%20-%20menzogna.jpg
http://www.wikidata.org/entity/Q2104369,A Tavern Quarrel,Hieronymus Bosch,Centre for Old Arts 't Vliegend Peert,Point(4.47732 51.03014),1500,http://commons.wikimedia.org/wiki/Special:FilePath/Hy%20soect%20de%20byle.jpg
http://www.wikidata.org/entity/Q27058605,Game of Chess,Giulio Campi,Museo Civico d'Arte Antica,Point(7.68548 45.0711),1530,http://commons.wikimedia.org/wiki/Special:FilePath/Giulio%20Campi%20-%20partie%20d%27%C3%A9checs.jpg
http://www.wikidata.org/entity/Q115657605,Portrait of Grand Duke Cosimo I de' Medici,http://www.wikidata.org/.well-known/genid/e4b09abcf9b856db3af9f4c39527dbde,National Museum of Fine Arts of Cuba,Point(-82.354984 23.1314788),1600,http://commons.wikimedia.org/wiki/Special:FilePath/Bronzino%20-%20Retrato%20do%20Gr%C3%A3o-Duque%20Cosme%20I%20de%20M%C3%A9dici.jpg
http://www.wikidata.org/entity/Q115109300,"Portrait of Pope Gregory XIII, bust-length",Scipione Pulzone,Malta,Point(14.5 35.883333333),1585,http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20of%20Pope%20Gregory%20XIII%2C%20bust-length%20%28by%20Scipione%20Pulzone%29.jpg
http://www.wikidata.org/entity/Q1638622,Adoration of the Magi,Leonardo da Vinci,room 15,,1482,http://commons.wikimedia.org/wiki/Special:FilePath/Leonardo%20da%20Vinci%20-%20Adorazione%20dei%20Magi%20-%20Google%20Art%20Project.jpg
http://www.wikidata.org/entity/Q151047,The Birth of Venus,Sandro Botticelli,"Uffizi Gallery - Room 11-12, Botticelli's",,1485,http://commons.wikimedia.org/wiki/Special:FilePath/Sandro%20Botticelli%20-%20La%20nascita%20di%20Venere%20-%20Google%20Art%20Project%20-%20edited.jpg
http://www.wikidata.org/entity/Q9074362,"Santo Domingo de Silos entronizado como obispo, de Bartolomé Bermejo (Museo del Prado)",Martín Bernat,Museo del Prado,Point(-3.692222222 40.413888888),1474,http://commons.wikimedia.org/wiki/Special:FilePath/Santo%20Domingo%20de%20Silos%20entronizado%20como%20obispo%2C%20por%20Bartolom%C3%A9%20Bermejo.jpg
http://www.wikidata.org/entity/Q113016417,Portrait of Pope Julius III,Girolamo Siciolante da Sermoneta,Galleria Spada,Point(12.471891 41.894234),1550,http://commons.wikimedia.org/wiki/Special:FilePath/Girolamo%20siciolante%20da%20sermoneta%2C%20ritratto%20di%20papa%20giulio%20III%2C%201550%20ca.%20%28gall.%20spada%29.jpg
http://www.wikidata.org/entity/Q21680607,Peasant Wedding in a Barn,Pieter Brueghel the Younger,Museum of Fine Arts Ghent (MSK),Point(3.724244 51.037975),1616,http://commons.wikimedia.org/wiki/Special:FilePath/Pieter%20Brueghel%20de%20Jonge%20-%20Bruiloftsmaal%20in%20de%20schuur%20%28MSK%20Gent%29.jpg
http://www.wikidata.org/entity/Q3947695,Saint Michael Triumphs over the Devil,Bartolomé Bermejo,National Gallery,Point(-0.128333333 51.508888888),1468,http://commons.wikimedia.org/wiki/Special:FilePath/Bermejo-Miquel.jpeg
http://www.wikidata.org/entity/Q22661822,Madonna and Child,Vasilis Michaelides,State Gallery of Contemporary Art,Point(33.376111111 35.191944444),1875,http://commons.wikimedia.org/wiki/Special:FilePath/Madonna%20and%20Child%20-%20Vasilis%20Michaelides.jpg
http://www.wikidata.org/entity/Q3910087,Saint Mark Preaching in Alexandria,Gentile Bellini,Pinacoteca di Brera,Point(9.187815 45.471955),1500,http://commons.wikimedia.org/wiki/Special:FilePath/Gentile%20e%20giovanni%20bellini%2C%20predica%20di%20san%20marco%20in%20alessandria%2001.jpg
http://www.wikidata.org/entity/Q19926190,Portrait of a lady from the Klammer von Weydach Family,Hans Maler zu Schwaz,Museum Boijmans Van Beuningen,Point(4.473341 51.914215),1550,http://commons.wikimedia.org/wiki/Special:FilePath/Hans%20Maler%20-%20Portret%20van%20een%20vrouw%20uit%20het%20geslacht%20Klammer%20von%20Weydach%20-%201485%20recto%20%28OK%29%20-%20Museum%20Boijmans%20Van%20Beuningen.jpg
http://www.wikidata.org/entity/Q27697128,Ferdinand I of Castile welcoming Saint Dominic of Silos,Martín Bernat,Museo del Prado,Point(-3.692222222 40.413888888),1478,http://commons.wikimedia.org/wiki/Special:FilePath/Bernat-bermejo%20fernando%20I%20castilla.jpg
http://www.wikidata.org/entity/Q115109300,"Portrait of Pope Gregory XIII, bust-length",Scipione Pulzone,United States,Point(-98.5795 39.828175),1585,http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20of%20Pope%20Gregory%20XIII%2C%20bust-length%20%28by%20Scipione%20Pulzone%29.jpg
http://www.wikidata.org/entity/Q1638622,Adoration of the Magi,Leonardo da Vinci,Uffizi Gallery,Point(11.255277777 43.768333333),1482,http://commons.wikimedia.org/wiki/Special:FilePath/Leonardo%20da%20Vinci%20-%20Adorazione%20dei%20Magi%20-%20Google%20Art%20Project.jpg
http://www.wikidata.org/entity/Q11945394,Portrait of a beardless man,Hans Maler zu Schwaz,Kunsthistorisches Museum,Point(16.3616 48.203880555),1521,http://commons.wikimedia.org/wiki/Special:FilePath/Hans%20Maler%2C%20Kunsthistorisches%20Museum%20Wien%2C%20Gem%C3%A4ldegalerie%20-%20Bildnis%20eines%20bartlosen%20Mannes%20-%20GG%20884%20-%20Kunsthistorisches%20Museum.jpg
http://www.wikidata.org/entity/Q3910087,Saint Mark Preaching in Alexandria,Giovanni Bellini,Pinacoteca di Brera,Point(9.187815 45.471955),1500,http://commons.wikimedia.org/wiki/Special:FilePath/Gentile%20e%20giovanni%20bellini%2C%20predica%20di%20san%20marco%20in%20alessandria%2001.jpg
http://www.wikidata.org/entity/Q18551786,Madonna Adoring the Christ Child,Francesco Botticini,Birmingham Museum of Art,Point(-86.8102 33.5219),1470,http://commons.wikimedia.org/wiki/Special:FilePath/Madonna%20Adoring%20the%20Christ%20Child%20by%20Francesco%20Botticini.jpg
http://www.wikidata.org/entity/Q2066739,San Zeno Altarpiece,Andrea Mantegna,Italy,Point(12.5 42.5),1457,http://commons.wikimedia.org/wiki/Special:FilePath/Verone%20-%20San%20Zeno%20-%20Retable%20de%20Mantegna..jpg
http://www.wikidata.org/entity/Q2066739,San Zeno Altarpiece,Andrea Mantegna,Italy,Point(12.5 42.5),1460,http://commons.wikimedia.org/wiki/Special:FilePath/Verone%20-%20San%20Zeno%20-%20Retable%20de%20Mantegna..jpg
http://www.wikidata.org/entity/Q21680607,Peasant Wedding in a Barn,Pieter Brueghel the Younger,Museum of Fine Arts Ghent (MSK),Point(3.7238 51.0383),1616,http://commons.wikimedia.org/wiki/Special:FilePath/Pieter%20II%20Brueghel%20-%20Farmer%27s%20Wedding%20in%20a%20Barn%20-%20S-46%20-%20Museum%20of%20Fine%20Arts%20Ghent%20%28MSK%29.jpg
http://www.wikidata.org/entity/Q18508924,Christ as Man of Sorrows,Marco Zoppo,Birmingham Museum of Art,Point(-86.810069 33.52222),1460,
http://www.wikidata.org/entity/Q21534696,Saint Dominic,http://www.wikidata.org/.well-known/genid/2d173e6749e35d8154c65072937f6dd1,Église du Musée des Augustins de Toulouse,,1600,http://commons.wikimedia.org/wiki/Special:FilePath/Augustins%20-%20Saint%20Dominique%20-%20Anonyme%20fran%C3%A7ais%20D%201952%203.jpg
http://www.wikidata.org/entity/Q26767071,Vision of the Blessed Amedeo Menez de Sylva,Pedro Fernández de Murcia,Palazzo Barberini,Point(12.489856069 41.903324209),1513,http://commons.wikimedia.org/wiki/Special:FilePath/Pedro%20Fern%C3%A1ndez%20-%20Vision%20of%20the%20Blessed%20Amedeo%20Menez%20de%20Sylva%20-%20WGA07809.jpg
http://www.wikidata.org/entity/Q26767071,Vision of the Blessed Amedeo Menez de Sylva,Pedro Fernández de Murcia,Palazzo Barberini,Point(12.489856069 41.903324209),1514,http://commons.wikimedia.org/wiki/Special:FilePath/Pedro%20Fern%C3%A1ndez%20-%20Vision%20of%20the%20Blessed%20Amedeo%20Menez%20de%20Sylva%20-%20WGA07809.jpg
http://www.wikidata.org/entity/Q124289959,Allegory of Fortune,Andrea Previtali,Gallerie dell'Accademia,Point(12.328139 45.431078),1490,http://commons.wikimedia.org/wiki/Special:FilePath/Andrea%20previtali%20e%20giovanni%20bellini%2C%20allegorie%2C%201490%20ca.%2002.JPG
http://www.wikidata.org/entity/Q113636993,Q113636993,http://www.wikidata.org/.well-known/genid/2bd9dede00e276e2e030852e7ee223f6,Museum of Fine Arts of Córdoba,Point(-4.774777777 37.88125),2000,http://commons.wikimedia.org/wiki/Special:FilePath/Virgen%20con%20el%20Ni%C3%B1o%20%28CE2458P%29%2C%20Museo%20de%20Bellas%20Artes%20de%20C%C3%B3rdoba.jpg
http://www.wikidata.org/entity/Q9074362,"Santo Domingo de Silos entronizado como obispo, de Bartolomé Bermejo (Museo del Prado)",Bartolomé Bermejo,Museo del Prado,Point(-3.692222222 40.413888888),1474,http://commons.wikimedia.org/wiki/Special:FilePath/Santo%20Domingo%20de%20Silos%20entronizado%20como%20obispo%2C%20por%20Bartolom%C3%A9%20Bermejo.jpg
http://www.wikidata.org/entity/Q125510714,Portrait of Nicolaus Copernicus,http://www.wikidata.org/.well-known/genid/a33623f497136c0103eba43c59a771ad,Old Town Hall in Toruń,Point(18.6044 53.0105),1600,http://commons.wikimedia.org/wiki/Special:FilePath/Nikolaus%20Kopernikus.jpg
http://www.wikidata.org/entity/Q115657605,Portrait of Grand Duke Cosimo I de' Medici,http://www.wikidata.org/.well-known/genid/e4b09abcf9b856db3af9f4c39527dbde,National Museum of Fine Arts of Cuba,Point(-82.35719444 23.14022222),1600,http://commons.wikimedia.org/wiki/Special:FilePath/Bronzino%20-%20Retrato%20do%20Gr%C3%A3o-Duque%20Cosme%20I%20de%20M%C3%A9dici.jpg
http://www.wikidata.org/entity/Q115439667,Pope Clement VII (1523-1534),Giuliano Bugiardini,Deutsches Historisches Museum,Point(13.396944444 52.518055555),1532,http://commons.wikimedia.org/wiki/Special:FilePath/Giuliano%20Bugiardini%20-%20Ritratto%20di%20papa%20Clemente%20VII.jpg
http://www.wikidata.org/entity/Q23691982,Retaule renaixentista de Santa Agnès de Malanyanes,Jaume Forner,Museo Diocesano de Barcelona,Point(2.17625 41.384583),1536,http://commons.wikimedia.org/wiki/Special:FilePath/JaumeForner%20staAgnes%20rebutja%20anell%20AgnesMalanyanes%203397.jpg
http://www.wikidata.org/entity/Q21201936,Christ tied to the column with Saint Peter and the donors,Alejo Fernández,Museum of Fine Arts of Córdoba,Point(-4.774777777 37.88125),1508,http://commons.wikimedia.org/wiki/Special:FilePath/Cristo%20atado%20a%20la%20columna%20con%20San%20Pedro%20y%20donantes%20-%20Alejo%20Fern%C3%A1ndez.jpg
http://www.wikidata.org/entity/Q115109300,"Portrait of Pope Gregory XIII, bust-length",Scipione Pulzone,Rome,Point(12.482777777 41.893055555),1585,http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20of%20Pope%20Gregory%20XIII%2C%20bust-length%20%28by%20Scipione%20Pulzone%29.jpg
http://www.wikidata.org/entity/Q27697128,Ferdinand I of Castile welcoming Saint Dominic of Silos,Bartolomé Bermejo,Museo del Prado,Point(-3.692222222 40.413888888),1478,http://commons.wikimedia.org/wiki/Special:FilePath/Bernat-bermejo%20fernando%20I%20castilla.jpg
http://www.wikidata.org/entity/Q18572509,Perseus Armed by Mercury and Minerva,Paris Bordone,Birmingham Museum of Art,Point(-86.8102 33.5219),1550,http://commons.wikimedia.org/wiki/Special:FilePath/Perseus%20Armed%20by%20Mercury%20and%20Minerva%20by%20Paris%20Bordone%20-%20BMA.jpg
http://www.wikidata.org/entity/Q1110146,Adoration of the Shepherds with the Saints Nazario and Celso,Moretto da Brescia,Church of Saints Nazarius and Celsus,Point(10.21317 45.53695),1540,http://commons.wikimedia.org/wiki/Special:FilePath/Adorazione%20dei%20pastori%20con%20i%20santi%20Nazaro%20e%20Celso.jpg
http://www.wikidata.org/entity/Q21680607,Peasant Wedding in a Barn,Pieter Brueghel the Younger,Museum of Fine Arts Ghent (MSK),Point(3.724244 51.037975),1616,http://commons.wikimedia.org/wiki/Special:FilePath/Pieter%20II%20Brueghel%20-%20Farmer%27s%20Wedding%20in%20a%20Barn%20-%20S-46%20-%20Museum%20of%20Fine%20Arts%20Ghent%20%28MSK%29.jpg
http://www.wikidata.org/entity/Q3213780,Madonna and Child,Sandro Botticelli,Musée du Petit Palais,Point(4.80638889 43.95263889),1467,http://commons.wikimedia.org/wiki/Special:FilePath/BotticelliMadonnaConBambinoAvignone.jpg
http://www.wikidata.org/entity/Q124289800,Perseverance,Giovanni Bellini,Gallerie dell'Accademia,Point(12.328139 45.431078),1490,http://commons.wikimedia.org/wiki/Special:FilePath/Giovanni%20bellini%2C%20quattro%20allegorie%2C%20perseveranza.jpg
http://www.wikidata.org/entity/Q20268395,Saint Augustine,Bartolomé Bermejo,Art Institute of Chicago,Point(-87.623888888 41.879444444),1481,http://commons.wikimedia.org/wiki/Special:FilePath/Bartolom%C3%A9%20de%20C%C3%A1rdenas%2C%20%28called%20Bermejo%29%20-%20Saint%20Augustine%20-%201947.393%20-%20Art%20Institute%20of%20Chicago.jpg
http://www.wikidata.org/entity/Q18508924,Christ as Man of Sorrows,Marco Zoppo,Birmingham Museum of Art,Point(-86.8102 33.5219),1460,
http://www.wikidata.org/entity/Q18572509,Perseus Armed by Mercury and Minerva,Paris Bordone,Doughty House,Point(-0.29808 51.452086),1550,http://commons.wikimedia.org/wiki/Special:FilePath/Perseus%20Armed%20by%20Mercury%20and%20Minerva%20by%20Paris%20Bordone%20-%20BMA.jpg
http://www.wikidata.org/entity/Q648068,Madonna of the Rose Bower,Martin Schongauer,Dominican Convent,Point(7.35659 48.0786),1473,http://commons.wikimedia.org/wiki/Special:FilePath/Martin%20Schongauer%20Madonna%20in%20Rose%20Garden.jpg
http://www.wikidata.org/entity/Q18551786,Madonna Adoring the Christ Child,Francesco Botticini,Birmingham Museum of Art,Point(-86.810069 33.52222),1470,http://commons.wikimedia.org/wiki/Special:FilePath/Madonna%20Adoring%20the%20Christ%20Child%20by%20Francesco%20Botticini.jpg
http://www.wikidata.org/entity/Q125967111,Q125967111,Master of the Litoměřice Altarpiece,Meersburg,Point(9.270833333 47.695833333),1506,
http://www.wikidata.org/entity/Q17334335,Madonna of Humility (Madonna dell'Umiltà),Giovanni da Francia,Rijksmuseum,Point(4.885277777 52.36),1450,http://commons.wikimedia.org/wiki/Special:FilePath/Giovanni%20da%20Francia.jpg
http://www.wikidata.org/entity/Q19926190,Portrait of a lady from the Klammer von Weydach Family,Hans Maler zu Schwaz,Museum Boijmans Van Beuningen,Point(4.47308 51.914183),1550,http://commons.wikimedia.org/wiki/Special:FilePath/Hans%20Maler%20-%20Portret%20van%20een%20vrouw%20uit%20het%20geslacht%20Klammer%20von%20Weydach%20-%201485%20recto%20%28OK%29%20-%20Museum%20Boijmans%20Van%20Beuningen.jpg
http://www.wikidata.org/entity/Q23933608,Descent of Christ into Limbo,Bartolomé Bermejo,Museu Nacional d'Art de Catalunya,Point(2.153305555 41.368333333),1475,http://commons.wikimedia.org/wiki/Special:FilePath/Bartolom%C3%A9%20Bermejo%20-%20Descent%20of%20Christ%20into%20Limbo%20-%20Google%20Art%20Project.jpg
http://www.wikidata.org/entity/Q124289931,Prudence,Giovanni Bellini,Gallerie dell'Accademia,Point(12.328139 45.431078),1490,http://commons.wikimedia.org/wiki/Special:FilePath/Bellini%2C%20Giovanni%20--%20Four%20Allegories%20...%20Prudence%20-%20c.%201490.jpg
http://www.wikidata.org/entity/Q112125081,Portrait of Pope Pius V,Bartolomeo Passarotti,Spoleto,Point(12.733333333 42.733333333),1579,http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20of%20Pope%20Pius%20V%20Ghislieri%20%28by%20Bartolomeo%20Passarotti%29%20%E2%80%93%20Private%20collection%2C%20Spoleto.jpg
http://www.wikidata.org/entity/Q4884666,Resurrection of Christ,Bartolomé Bermejo,Museu Nacional d'Art de Catalunya,Point(2.153305555 41.368333333),1475,http://commons.wikimedia.org/wiki/Special:FilePath/Bartolom%C3%A9%20Bermejo%20-%20Resurrection%20-%20Google%20Art%20Project.jpg
http://www.wikidata.org/entity/Q18572509,Perseus Armed by Mercury and Minerva,Paris Bordone,Birmingham Museum of Art,Point(-86.810069 33.52222),1550,http://commons.wikimedia.org/wiki/Special:FilePath/Perseus%20Armed%20by%20Mercury%20and%20Minerva%20by%20Paris%20Bordone%20-%20BMA.jpg
http://www.wikidata.org/entity/Q21680607,Peasant Wedding in a Barn,Pieter Brueghel the Younger,Museum of Fine Arts Ghent (MSK),Point(3.7238 51.0383),1616,http://commons.wikimedia.org/wiki/Special:FilePath/Pieter%20Brueghel%20de%20Jonge%20-%20Bruiloftsmaal%20in%20de%20schuur%20%28MSK%20Gent%29.jpg
http://www.wikidata.org/entity/Q2066739,San Zeno Altarpiece,Andrea Mantegna,Basilica of San Zeno,Point(10.979166666 45.4425),1457,http://commons.wikimedia.org/wiki/Special:FilePath/Verone%20-%20San%20Zeno%20-%20Retable%20de%20Mantegna..jpg
http://www.wikidata.org/entity/Q2066739,San Zeno Altarpiece,Andrea Mantegna,Basilica of San Zeno,Point(10.979166666 45.4425),1460,http://commons.wikimedia.org/wiki/Special:FilePath/Verone%20-%20San%20Zeno%20-%20Retable%20de%20Mantegna..jpg
